id,faction,nom,type,sous_type,cout,pv,puissance,mission,effet,note_design,source_factuelle,basique
RUS-001,Russie,Su-57 — Approche à faible signature,Appareil,Chasseur multirôle furtif,7,12,7,2,"Attaque 7 — frappe multirôle. **Furtif.** **Formation —** après son déploiement, un autre Appareil gagne Agile jusqu’à votre prochain tour.","V = 12 + 1,5×7 + 2,5×2 + 2,0 + 1,0 − 0,0 = 30,5; cible T(7) = 31 (écart -0,5).",UAC Su-57; RUSI 2026,False
RUS-002,Russie,Su-57 — Chasse à longue portée,Appareil,Chasseur multirôle furtif,7,14,8,1,"Attaque 8 — engagement au-delà de la vue. **Furtif.** Quand cet Appareil intercepte une cible de Mission 2 ou plus, il gagne +1 Puissance.","V = 14 + 1,5×8 + 2,5×1 + 2,0 + 1,0 − 0,0 = 31,5; cible T(7) = 31 (écart +0,5).",UAC Su-57; RUSI 2026,False
RUS-003,Russie,Su-35S — Patrouille guidée du sol,Appareil,Chasseur de supériorité,6,13,6,1,Attaque 6 — interception lourde. **Blindage 1.** **Formation —** cet Appareil gagne +1 Puissance pendant sa première Interception de chaque tour.,"V = 13 + 1,5×6 + 2,5×1 + 1,5 + 1,0 − 0,0 = 27,0; cible T(6) = 27 (écart +0,0).",UAC Su-35; RUSI 2026,False
RUS-004,Russie,Su-35S — Couverture en formation,Appareil,Chasseur de supériorité,6,13,5,2,"Attaque 5 — combat multirôle. Tant qu’un autre Appareil est redressé, le premier dégât infligé à cet Appareil chaque tour est prévenu.","V = 13 + 1,5×5 + 2,5×2 + 0,0 + 1,5 − 0,0 = 27,0; cible T(6) = 27 (écart +0,0).",UAC Su-35; RUSI 2026,False
RUS-005,Russie,Su-30SM — Patrouille guidée du sol,Appareil,Chasseur multirôle,5,10,5,1,Attaque 5 — interception lourde. **Blindage 1.** **Formation —** cet Appareil gagne +1 Puissance pendant sa première Interception de chaque tour.,"V = 10 + 1,5×5 + 2,5×1 + 1,5 + 1,0 − 0,0 = 22,5; cible T(5) = 23 (écart -0,5).",UAC famille Su-30SM,False
RUS-006,Russie,Su-30SM — Couverture en formation,Appareil,Chasseur multirôle,5,10,4,2,"Attaque 4 — combat multirôle. Tant qu’un autre Appareil est redressé, le premier dégât infligé à cet Appareil chaque tour est prévenu.","V = 10 + 1,5×4 + 2,5×2 + 0,0 + 1,5 − 0,0 = 22,5; cible T(5) = 23 (écart -0,5).",UAC famille Su-30SM,False
RUS-007,Russie,Su-30SM2 — Patrouille guidée du sol,Appareil,Chasseur multirôle modernisé,6,13,6,1,Attaque 6 — interception lourde. **Blindage 1.** **Formation —** cet Appareil gagne +1 Puissance pendant sa première Interception de chaque tour.,"V = 13 + 1,5×6 + 2,5×1 + 1,5 + 1,0 − 0,0 = 27,0; cible T(6) = 27 (écart +0,0).",RUSI 2026,False
RUS-008,Russie,Su-30SM2 — Couverture en formation,Appareil,Chasseur multirôle modernisé,6,13,5,2,"Attaque 5 — combat multirôle. Tant qu’un autre Appareil est redressé, le premier dégât infligé à cet Appareil chaque tour est prévenu.","V = 13 + 1,5×5 + 2,5×2 + 0,0 + 1,5 − 0,0 = 27,0; cible T(6) = 27 (écart +0,0).",RUSI 2026,False
RUS-009,Russie,Su-34 — Frappe tout temps,Appareil,Chasseur-bombardier,6,12,5,2,Attaque 5 — attaque guidée. **Blindage 1.** **Formation —** retirez 1 dégât de cet Appareil lorsqu’il accomplit une Mission.,"V = 12 + 1,5×5 + 2,5×2 + 1,5 + 1,0 − 0,0 = 27,0; cible T(6) = 27 (écart +0,0).",UAC Su-34; RUSI 2026,False
RUS-010,Russie,Su-34 — Appui de profondeur,Appareil,Chasseur-bombardier,6,13,6,1,"Attaque 6 — attaque lourde. **Barrage 1.** Après l’Interception, la cible ne peut pas être redressée par un effet ce tour.","V = 13 + 1,5×6 + 2,5×1 + 1,5 + 1,0 − 0,0 = 27,0; cible T(6) = 27 (écart +0,0).",UAC Su-34; RUSI 2026,False
RUS-011,Russie,MiG-31BM — Patrouille guidée du sol,Appareil,Intercepteur,6,13,6,1,Attaque 6 — interception lourde. **Blindage 1.** **Formation —** cet Appareil gagne +1 Puissance pendant sa première Interception de chaque tour.,"V = 13 + 1,5×6 + 2,5×1 + 1,5 + 1,0 − 0,0 = 27,0; cible T(6) = 27 (écart +0,0).",Sources publiques corroborées,False
RUS-012,Russie,MiG-31BM — Couverture en formation,Appareil,Intercepteur,6,13,5,2,"Attaque 5 — combat multirôle. Tant qu’un autre Appareil est redressé, le premier dégât infligé à cet Appareil chaque tour est prévenu.","V = 13 + 1,5×5 + 2,5×2 + 0,0 + 1,5 − 0,0 = 27,0; cible T(6) = 27 (écart +0,0).",Sources publiques corroborées,False
RUS-013,Russie,MiG-31K — Salve à distance,Appareil,Porteur de missile,7,10,8,3,Attaque 8 — missiles de croisière. **Blindage 1.** Cet Appareil arrive avec 1 dégât sur lui.,"V = 10 + 1,5×8 + 2,5×3 + 1,5 + 1,0 − 1,0 = 31,0; cible T(7) = 31 (écart +0,0).",Sources publiques corroborées,False
RUS-014,Russie,MiG-31K — Frappe de saturation,Appareil,Porteur de missile,7,10,9,2,Attaque 9 — charge lourde. **Barrage 1.** **Formation —** Barrage inflige 1 dégât supplémentaire si un autre bombardier est redressé.,"V = 10 + 1,5×9 + 2,5×2 + 1,5 + 1,5 − 0,0 = 31,5; cible T(7) = 31 (écart +0,5).",Sources publiques corroborées,False
RUS-015,Russie,MiG-29SMT — Patrouille guidée du sol,Appareil,Chasseur multirôle,4,8,4,1,Attaque 4 — interception lourde. **Blindage 1.** **Formation —** cet Appareil gagne +1 Puissance pendant sa première Interception de chaque tour.,"V = 8 + 1,5×4 + 2,5×1 + 1,5 + 1,0 − 0,0 = 19,0; cible T(4) = 19 (écart +0,0).","Sources publiques, parc sans chiffre",False
RUS-016,Russie,MiG-29SMT — Couverture en formation,Appareil,Chasseur multirôle,4,8,3,2,"Attaque 3 — combat multirôle. Tant qu’un autre Appareil est redressé, le premier dégât infligé à cet Appareil chaque tour est prévenu.","V = 8 + 1,5×3 + 2,5×2 + 0,0 + 1,5 − 0,0 = 19,0; cible T(4) = 19 (écart +0,0).","Sources publiques, parc sans chiffre",False
RUS-017,Russie,MiG-29K — Patrouille guidée du sol,Appareil,Chasseur embarqué,5,10,5,1,Attaque 5 — interception lourde. **Blindage 1.** **Formation —** cet Appareil gagne +1 Puissance pendant sa première Interception de chaque tour.,"V = 10 + 1,5×5 + 2,5×1 + 1,5 + 1,0 − 0,0 = 22,5; cible T(5) = 23 (écart -0,5).","Sources publiques, aviation navale",False
RUS-018,Russie,MiG-29K — Couverture en formation,Appareil,Chasseur embarqué,5,10,4,2,"Attaque 4 — combat multirôle. Tant qu’un autre Appareil est redressé, le premier dégât infligé à cet Appareil chaque tour est prévenu.","V = 10 + 1,5×4 + 2,5×2 + 0,0 + 1,5 − 0,0 = 22,5; cible T(5) = 23 (écart -0,5).","Sources publiques, aviation navale",False
RUS-019,Russie,Su-27SM3 — Patrouille guidée du sol,Appareil,Chasseur modernisé,4,8,4,1,Attaque 4 — interception lourde. **Blindage 1.** **Formation —** cet Appareil gagne +1 Puissance pendant sa première Interception de chaque tour.,"V = 8 + 1,5×4 + 2,5×1 + 1,5 + 1,0 − 0,0 = 19,0; cible T(4) = 19 (écart +0,0).","Sources publiques, parc sans chiffre",False
RUS-020,Russie,Su-27SM3 — Couverture en formation,Appareil,Chasseur modernisé,4,8,3,2,"Attaque 3 — combat multirôle. Tant qu’un autre Appareil est redressé, le premier dégât infligé à cet Appareil chaque tour est prévenu.","V = 8 + 1,5×3 + 2,5×2 + 0,0 + 1,5 − 0,0 = 19,0; cible T(4) = 19 (écart +0,0).","Sources publiques, parc sans chiffre",False
RUS-021,Russie,Su-25SM3 — Frappe tout temps,Appareil,Appui rapproché,4,7,3,2,Attaque 3 — attaque guidée. **Blindage 1.** **Formation —** retirez 1 dégât de cet Appareil lorsqu’il accomplit une Mission.,"V = 7 + 1,5×3 + 2,5×2 + 1,5 + 1,0 − 0,0 = 19,0; cible T(4) = 19 (écart +0,0).",Sources publiques corroborées,False
RUS-022,Russie,Su-25SM3 — Appui de profondeur,Appareil,Appui rapproché,4,8,4,1,"Attaque 4 — attaque lourde. **Barrage 1.** Après l’Interception, la cible ne peut pas être redressée par un effet ce tour.","V = 8 + 1,5×4 + 2,5×1 + 1,5 + 1,0 − 0,0 = 19,0; cible T(4) = 19 (écart +0,0).",Sources publiques corroborées,False
RUS-023,Russie,Su-24M2 — Salve à distance,Appareil,Bombardier tactique,5,5,6,3,Attaque 6 — missiles de croisière. **Blindage 1.** Cet Appareil arrive avec 1 dégât sur lui.,"V = 5 + 1,5×6 + 2,5×3 + 1,5 + 1,0 − 1,0 = 23,0; cible T(5) = 23 (écart +0,0).","Sources publiques, parc sans chiffre",False
RUS-024,Russie,Su-24M2 — Frappe de saturation,Appareil,Bombardier tactique,5,4,7,2,Attaque 7 — charge lourde. **Barrage 1.** **Formation —** Barrage inflige 1 dégât supplémentaire si un autre bombardier est redressé.,"V = 4 + 1,5×7 + 2,5×2 + 1,5 + 1,5 − 0,0 = 22,5; cible T(5) = 23 (écart -0,5).","Sources publiques, parc sans chiffre",False
RUS-025,Russie,Yak-130 — Patrouille guidée du sol,Appareil,Entraînement et appui léger,3,6,3,1,Attaque 3 — interception lourde. **Blindage 1.** **Formation —** cet Appareil gagne +1 Puissance pendant sa première Interception de chaque tour.,"V = 6 + 1,5×3 + 2,5×1 + 1,5 + 1,0 − 0,0 = 15,5; cible T(3) = 15 (écart +0,5).",UAC Yak-130,False
RUS-026,Russie,Yak-130 — Couverture en formation,Appareil,Entraînement et appui léger,3,6,2,2,"Attaque 2 — combat multirôle. Tant qu’un autre Appareil est redressé, le premier dégât infligé à cet Appareil chaque tour est prévenu.","V = 6 + 1,5×2 + 2,5×2 + 0,0 + 1,5 − 0,0 = 15,5; cible T(3) = 15 (écart +0,5).",UAC Yak-130,False
RUS-027,Russie,Tu-160M — Salve à distance,Appareil,Bombardier stratégique,8,12,9,3,Attaque 9 — missiles de croisière. **Blindage 1.** Cet Appareil arrive avec 1 dégât sur lui.,"V = 12 + 1,5×9 + 2,5×3 + 1,5 + 1,0 − 1,0 = 34,5; cible T(8) = 35 (écart -0,5).",UAC Tu-160,False
RUS-028,Russie,Tu-160M — Frappe de saturation,Appareil,Bombardier stratégique,8,12,10,2,Attaque 10 — charge lourde. **Barrage 1.** **Formation —** Barrage inflige 1 dégât supplémentaire si un autre bombardier est redressé.,"V = 12 + 1,5×10 + 2,5×2 + 1,5 + 1,5 − 0,0 = 35,0; cible T(8) = 35 (écart +0,0).",UAC Tu-160,False
RUS-029,Russie,Tu-95MS — Salve à distance,Appareil,Porte-missiles stratégique,8,12,9,3,Attaque 9 — missiles de croisière. **Blindage 1.** Cet Appareil arrive avec 1 dégât sur lui.,"V = 12 + 1,5×9 + 2,5×3 + 1,5 + 1,0 − 1,0 = 34,5; cible T(8) = 35 (écart -0,5).",UAC Tu-95MS; Reuters,False
RUS-030,Russie,Tu-95MS — Frappe de saturation,Appareil,Porte-missiles stratégique,8,12,10,2,Attaque 10 — charge lourde. **Barrage 1.** **Formation —** Barrage inflige 1 dégât supplémentaire si un autre bombardier est redressé.,"V = 12 + 1,5×10 + 2,5×2 + 1,5 + 1,5 − 0,0 = 35,0; cible T(8) = 35 (écart +0,0).",UAC Tu-95MS; Reuters,False
RUS-031,Russie,Tu-22M3 — Salve à distance,Appareil,Bombardier à long rayon,7,10,8,3,Attaque 8 — missiles de croisière. **Blindage 1.** Cet Appareil arrive avec 1 dégât sur lui.,"V = 10 + 1,5×8 + 2,5×3 + 1,5 + 1,0 − 1,0 = 31,0; cible T(7) = 31 (écart +0,0).",UAC gamme stratégique; Reuters,False
RUS-032,Russie,Tu-22M3 — Frappe de saturation,Appareil,Bombardier à long rayon,7,10,9,2,Attaque 9 — charge lourde. **Barrage 1.** **Formation —** Barrage inflige 1 dégât supplémentaire si un autre bombardier est redressé.,"V = 10 + 1,5×9 + 2,5×2 + 1,5 + 1,5 − 0,0 = 31,5; cible T(7) = 31 (écart +0,5).",UAC gamme stratégique; Reuters,False
RUS-033,Russie,A-50U — Contrôle aéroporté,Appareil,Alerte et contrôle,6,15,3,2,"Attaque 3 — autodéfense. **Blindage 1.** Au déploiement, regardez les 2 premières cartes de votre deck et replacez-les dans l’ordre voulu.","V = 15 + 1,5×3 + 2,5×2 + 1,5 + 1,0 − 0,0 = 27,0; cible T(6) = 27 (écart +0,0).","Sources publiques, disponibilité non chiffrée",False
RUS-034,Russie,A-50U — Coordination de secteur,Appareil,Alerte et contrôle,6,17,2,2,"Attaque 2 — veille radar. **Formation —** une fois par tour, un autre Appareil qui intercepte gagne +1 Puissance.","V = 17 + 1,5×2 + 2,5×2 + 0,0 + 2,0 − 0,0 = 27,0; cible T(6) = 27 (écart +0,0).","Sources publiques, disponibilité non chiffrée",False
RUS-035,Russie,Il-76MD-90A — Pont logistique,Appareil,Transport lourd,5,12,2,2,"Attaque 2 — autodéfense. **Blindage 1.** Au déploiement, reprenez une Ressource engagée en main; vous pouvez jouer une Ressource supplémentaire ce tour.","V = 12 + 1,5×2 + 2,5×2 + 1,5 + 1,5 − 0,0 = 23,0; cible T(5) = 23 (écart +0,0).",UAC Il-76MD-90A,False
RUS-036,Russie,Il-76MD-90A — Déploiement avancé,Appareil,Transport lourd,5,14,3,1,"Attaque 3 — couverture de transport. Le prochain Appareil de coût 3 ou moins coûte 1 de moins ce tour, minimum 1.","V = 14 + 1,5×3 + 2,5×1 + 0,0 + 1,5 − 0,0 = 22,5; cible T(5) = 23 (écart -0,5).",UAC Il-76MD-90A,False
RUS-037,Russie,Il-78M — Ravitaillement de régiment,Appareil,Ravitailleur,5,15,2,1,"Attaque 2 — autodéfense. **Blindage 1.** Au déploiement, redressez une Ressource.","V = 15 + 1,5×2 + 2,5×1 + 1,5 + 1,0 − 0,0 = 23,0; cible T(5) = 23 (écart +0,0).",UAC famille Il-78,False
RUS-038,Russie,Il-78M — Allonge opérationnelle,Appareil,Ravitailleur,5,15,1,2,Attaque 1 — écran logistique. **Formation —** le prochain Appareil que vous déployez ce tour gagne +1 PV.,"V = 15 + 1,5×1 + 2,5×2 + 0,0 + 1,5 − 0,0 = 23,0; cible T(5) = 23 (écart +0,0).",UAC famille Il-78,False
RUS-039,Russie,An-124-100 — Pont logistique,Appareil,Transport stratégique,6,14,3,2,"Attaque 3 — autodéfense. **Blindage 1.** Au déploiement, reprenez une Ressource engagée en main; vous pouvez jouer une Ressource supplémentaire ce tour.","V = 14 + 1,5×3 + 2,5×2 + 1,5 + 1,5 − 0,0 = 26,5; cible T(6) = 27 (écart -0,5).","Sources publiques, aviation de transport",False
RUS-040,Russie,An-124-100 — Déploiement avancé,Appareil,Transport stratégique,6,17,4,1,"Attaque 4 — couverture de transport. Le prochain Appareil de coût 3 ou moins coûte 1 de moins ce tour, minimum 1.","V = 17 + 1,5×4 + 2,5×1 + 0,0 + 1,5 − 0,0 = 27,0; cible T(6) = 27 (écart +0,0).","Sources publiques, aviation de transport",False
RUS-041,Russie,An-12BK — Pont logistique,Appareil,Transport tactique,4,10,1,2,"Attaque 1 — autodéfense. **Blindage 1.** Au déploiement, reprenez une Ressource engagée en main; vous pouvez jouer une Ressource supplémentaire ce tour.","V = 10 + 1,5×1 + 2,5×2 + 1,5 + 1,5 − 0,0 = 19,5; cible T(4) = 19 (écart +0,5).","Sources publiques, parc vieillissant",False
RUS-042,Russie,An-12BK — Déploiement avancé,Appareil,Transport tactique,4,12,2,1,"Attaque 2 — couverture de transport. Le prochain Appareil de coût 3 ou moins coûte 1 de moins ce tour, minimum 1.","V = 12 + 1,5×2 + 2,5×1 + 0,0 + 1,5 − 0,0 = 19,0; cible T(4) = 19 (écart +0,0).","Sources publiques, parc vieillissant",False
RUS-043,Russie,An-26 — Pont logistique,Appareil,Transport léger,3,6,1,2,"Attaque 1 — autodéfense. **Blindage 1.** Au déploiement, reprenez une Ressource engagée en main; vous pouvez jouer une Ressource supplémentaire ce tour.","V = 6 + 1,5×1 + 2,5×2 + 1,5 + 1,5 − 0,0 = 15,5; cible T(3) = 15 (écart +0,5).","Sources publiques, parc vieillissant",False
RUS-044,Russie,An-26 — Déploiement avancé,Appareil,Transport léger,3,8,2,1,"Attaque 2 — couverture de transport. Le prochain Appareil de coût 3 ou moins coûte 1 de moins ce tour, minimum 1.","V = 8 + 1,5×2 + 2,5×1 + 0,0 + 1,5 − 0,0 = 15,0; cible T(3) = 15 (écart +0,0).","Sources publiques, parc vieillissant",False
RUS-045,Russie,Ka-52M — Feu concentré,Appareil,Hélicoptère d’attaque,5,10,5,1,Attaque 5 — canon et roquettes. **Barrage 1.** **Formation —** gagnez +1 Puissance si un autre hélicoptère est redressé.,"V = 10 + 1,5×5 + 2,5×1 + 1,5 + 1,0 − 0,0 = 22,5; cible T(5) = 23 (écart -0,5).",Sources industrielles et emploi public,False
RUS-046,Russie,Ka-52M — Chasseur de blindés,Appareil,Hélicoptère d’attaque,5,10,4,2,"Attaque 4 — missiles guidés. **Blindage 1.** Après une Mission, infligez 1 dégât à un Appareil adverse exposé de coût 2 ou moins.","V = 10 + 1,5×4 + 2,5×2 + 1,5 + 1,0 − 0,0 = 23,5; cible T(5) = 23 (écart +0,5).",Sources industrielles et emploi public,False
RUS-047,Russie,Ka-52 — Feu concentré,Appareil,Hélicoptère d’attaque,4,8,4,1,Attaque 4 — canon et roquettes. **Barrage 1.** **Formation —** gagnez +1 Puissance si un autre hélicoptère est redressé.,"V = 8 + 1,5×4 + 2,5×1 + 1,5 + 1,0 − 0,0 = 19,0; cible T(4) = 19 (écart +0,0).",Sources publiques corroborées,False
RUS-048,Russie,Ka-52 — Chasseur de blindés,Appareil,Hélicoptère d’attaque,4,7,3,2,"Attaque 3 — missiles guidés. **Blindage 1.** Après une Mission, infligez 1 dégât à un Appareil adverse exposé de coût 2 ou moins.","V = 7 + 1,5×3 + 2,5×2 + 1,5 + 1,0 − 0,0 = 19,0; cible T(4) = 19 (écart +0,0).",Sources publiques corroborées,False
RUS-049,Russie,Mi-28NM — Feu concentré,Appareil,Hélicoptère d’attaque,5,10,5,1,Attaque 5 — canon et roquettes. **Barrage 1.** **Formation —** gagnez +1 Puissance si un autre hélicoptère est redressé.,"V = 10 + 1,5×5 + 2,5×1 + 1,5 + 1,0 − 0,0 = 22,5; cible T(5) = 23 (écart -0,5).",Sources industrielles et emploi public,False
RUS-050,Russie,Mi-28NM — Chasseur de blindés,Appareil,Hélicoptère d’attaque,5,10,4,2,"Attaque 4 — missiles guidés. **Blindage 1.** Après une Mission, infligez 1 dégât à un Appareil adverse exposé de coût 2 ou moins.","V = 10 + 1,5×4 + 2,5×2 + 1,5 + 1,0 − 0,0 = 23,5; cible T(5) = 23 (écart +0,5).",Sources industrielles et emploi public,False
RUS-051,Russie,Mi-28N — Feu concentré,Appareil,Hélicoptère d’attaque,4,8,4,1,Attaque 4 — canon et roquettes. **Barrage 1.** **Formation —** gagnez +1 Puissance si un autre hélicoptère est redressé.,"V = 8 + 1,5×4 + 2,5×1 + 1,5 + 1,0 − 0,0 = 19,0; cible T(4) = 19 (écart +0,0).",Sources publiques corroborées,False
RUS-052,Russie,Mi-28N — Chasseur de blindés,Appareil,Hélicoptère d’attaque,4,7,3,2,"Attaque 3 — missiles guidés. **Blindage 1.** Après une Mission, infligez 1 dégât à un Appareil adverse exposé de coût 2 ou moins.","V = 7 + 1,5×3 + 2,5×2 + 1,5 + 1,0 − 0,0 = 19,0; cible T(4) = 19 (écart +0,0).",Sources publiques corroborées,False
RUS-053,Russie,Mi-35M — Feu concentré,Appareil,Hélicoptère d’attaque et transport,4,8,4,1,Attaque 4 — canon et roquettes. **Barrage 1.** **Formation —** gagnez +1 Puissance si un autre hélicoptère est redressé.,"V = 8 + 1,5×4 + 2,5×1 + 1,5 + 1,0 − 0,0 = 19,0; cible T(4) = 19 (écart +0,0).",Sources publiques corroborées,False
RUS-054,Russie,Mi-35M — Chasseur de blindés,Appareil,Hélicoptère d’attaque et transport,4,7,3,2,"Attaque 3 — missiles guidés. **Blindage 1.** Après une Mission, infligez 1 dégât à un Appareil adverse exposé de coût 2 ou moins.","V = 7 + 1,5×3 + 2,5×2 + 1,5 + 1,0 − 0,0 = 19,0; cible T(4) = 19 (écart +0,0).",Sources publiques corroborées,False
RUS-055,Russie,Mi-8AMTSh — Assaut aéromobile,Appareil,Hélicoptère d’assaut,3,4,2,2,"Attaque 2 — autoprotection. **Blindage 1.** Au déploiement, un autre hélicoptère gagne +1 PV jusqu’à votre prochain tour.","V = 4 + 1,5×2 + 2,5×2 + 1,5 + 1,0 − 0,0 = 14,5; cible T(3) = 15 (écart -0,5).",Sources publiques corroborées,False
RUS-056,Russie,Mi-8AMTSh — Réserve mobile,Appareil,Hélicoptère d’assaut,3,6,3,1,Attaque 3 — escorte légère. **Décollage rapide.** Cet Appareil ne peut pas accomplir de Mission le tour où il est déployé.,"V = 6 + 1,5×3 + 2,5×1 + 2,0 + 0,5 − 1,0 = 14,5; cible T(3) = 15 (écart -0,5).",Sources publiques corroborées,False
RUS-057,Russie,Mi-8MTV-5 — Assaut aéromobile,Appareil,Hélicoptère de transport,3,4,2,2,"Attaque 2 — autoprotection. **Blindage 1.** Au déploiement, un autre hélicoptère gagne +1 PV jusqu’à votre prochain tour.","V = 4 + 1,5×2 + 2,5×2 + 1,5 + 1,0 − 0,0 = 14,5; cible T(3) = 15 (écart -0,5).",Sources publiques corroborées,False
RUS-058,Russie,Mi-8MTV-5 — Réserve mobile,Appareil,Hélicoptère de transport,3,6,3,1,Attaque 3 — escorte légère. **Décollage rapide.** Cet Appareil ne peut pas accomplir de Mission le tour où il est déployé.,"V = 6 + 1,5×3 + 2,5×1 + 2,0 + 0,5 − 1,0 = 14,5; cible T(3) = 15 (écart -0,5).",Sources publiques corroborées,False
RUS-059,Russie,Mi-26 — Assaut aéromobile,Appareil,Hélicoptère de transport lourd,5,10,4,2,"Attaque 4 — autoprotection. **Blindage 1.** Au déploiement, un autre hélicoptère gagne +1 PV jusqu’à votre prochain tour.","V = 10 + 1,5×4 + 2,5×2 + 1,5 + 1,0 − 0,0 = 23,5; cible T(5) = 23 (écart +0,5).",Sources publiques corroborées,False
RUS-060,Russie,Mi-26 — Réserve mobile,Appareil,Hélicoptère de transport lourd,5,12,5,1,Attaque 5 — escorte légère. **Décollage rapide.** Cet Appareil ne peut pas accomplir de Mission le tour où il est déployé.,"V = 12 + 1,5×5 + 2,5×1 + 2,0 + 0,5 − 1,0 = 23,5; cible T(5) = 23 (écart +0,5).",Sources publiques corroborées,False
RUS-061,Russie,Ka-27M — Patrouille navale,Appareil,Hélicoptère naval,4,7,3,2,"Attaque 3 — attaque antinavire. **Blindage 1.** Au déploiement, un Soutien adverse perd son texte jusqu’à la fin du tour.","V = 7 + 1,5×3 + 2,5×2 + 1,5 + 1,0 − 0,0 = 19,0; cible T(4) = 19 (écart +0,0).","Sources publiques, aviation navale",False
RUS-062,Russie,Ka-27M — Barrière océanique,Appareil,Hélicoptère naval,4,8,4,1,Attaque 4 — défense maritime. **Barrage 1.** **Formation —** cet Appareil gagne +1 PV tant qu’un autre Appareil maritime est redressé.,"V = 8 + 1,5×4 + 2,5×1 + 1,5 + 1,0 − 0,0 = 19,0; cible T(4) = 19 (écart +0,0).","Sources publiques, aviation navale",False
RUS-063,Russie,Ka-29 — Assaut aéromobile,Appareil,Hélicoptère naval d’assaut,3,4,2,2,"Attaque 2 — autoprotection. **Blindage 1.** Au déploiement, un autre hélicoptère gagne +1 PV jusqu’à votre prochain tour.","V = 4 + 1,5×2 + 2,5×2 + 1,5 + 1,0 − 0,0 = 14,5; cible T(3) = 15 (écart -0,5).","Sources publiques, aviation navale",False
RUS-064,Russie,Ka-29 — Réserve mobile,Appareil,Hélicoptère naval d’assaut,3,6,3,1,Attaque 3 — escorte légère. **Décollage rapide.** Cet Appareil ne peut pas accomplir de Mission le tour où il est déployé.,"V = 6 + 1,5×3 + 2,5×1 + 2,0 + 0,5 − 1,0 = 14,5; cible T(3) = 15 (écart -0,5).","Sources publiques, aviation navale",False
RUS-065,Russie,Il-38N — Patrouille navale,Appareil,Patrouille maritime,5,10,4,2,"Attaque 4 — attaque antinavire. **Blindage 1.** Au déploiement, un Soutien adverse perd son texte jusqu’à la fin du tour.","V = 10 + 1,5×4 + 2,5×2 + 1,5 + 1,0 − 0,0 = 23,5; cible T(5) = 23 (écart +0,5).","Sources publiques, aviation navale",False
RUS-066,Russie,Il-38N — Barrière océanique,Appareil,Patrouille maritime,5,10,5,1,Attaque 5 — défense maritime. **Barrage 1.** **Formation —** cet Appareil gagne +1 PV tant qu’un autre Appareil maritime est redressé.,"V = 10 + 1,5×5 + 2,5×1 + 1,5 + 1,0 − 0,0 = 22,5; cible T(5) = 23 (écart -0,5).","Sources publiques, aviation navale",False
RUS-067,Russie,Tu-142MZ — Patrouille navale,Appareil,Patrouille maritime à long rayon,6,12,5,2,"Attaque 5 — attaque antinavire. **Blindage 1.** Au déploiement, un Soutien adverse perd son texte jusqu’à la fin du tour.","V = 12 + 1,5×5 + 2,5×2 + 1,5 + 1,0 − 0,0 = 27,0; cible T(6) = 27 (écart +0,0).","Sources publiques, aviation navale",False
RUS-068,Russie,Tu-142MZ — Barrière océanique,Appareil,Patrouille maritime à long rayon,6,13,6,1,Attaque 6 — défense maritime. **Barrage 1.** **Formation —** cet Appareil gagne +1 PV tant qu’un autre Appareil maritime est redressé.,"V = 13 + 1,5×6 + 2,5×1 + 1,5 + 1,0 − 0,0 = 27,0; cible T(6) = 27 (écart +0,0).","Sources publiques, aviation navale",False
