id,faction,nom,type,sous_type,cout,pv,puissance,mission,effet,note_design,source_factuelle,basique
RUS-069,Russie,Forpost-R — Observation persistante,Appareil,Drone de reconnaissance armé,3,8,1,2,"Attaque 1 — charge légère. Si cet Appareil est détruit, vous pouvez placer une carte de votre main sous votre deck pour piocher une carte.","V = 8 + 1,5×1 + 2,5×2 + 0,0 + 1,0 − 0,0 = 15,5; cible T(3) = 15 (écart +0,5).",Sources publiques corroborées,False
RUS-070,Russie,Forpost-R — Attaque sans équipage,Appareil,Drone de reconnaissance armé,3,8,2,1,Attaque 2 — frappe télépilotée. **Décollage rapide.** Cet Appareil ne peut pas être redressé par un effet le tour où il est déployé.,"V = 8 + 1,5×2 + 2,5×1 + 2,0 + 0,5 − 0,5 = 15,5; cible T(3) = 15 (écart +0,5).",Sources publiques corroborées,False
RUS-071,Russie,Inokhodets (Orion) — Observation persistante,Appareil,Drone MALE,3,8,1,2,"Attaque 1 — charge légère. Si cet Appareil est détruit, vous pouvez placer une carte de votre main sous votre deck pour piocher une carte.","V = 8 + 1,5×1 + 2,5×2 + 0,0 + 1,0 − 0,0 = 15,5; cible T(3) = 15 (écart +0,5).",Sources publiques corroborées,False
RUS-072,Russie,Inokhodets (Orion) — Attaque sans équipage,Appareil,Drone MALE,3,8,2,1,Attaque 2 — frappe télépilotée. **Décollage rapide.** Cet Appareil ne peut pas être redressé par un effet le tour où il est déployé.,"V = 8 + 1,5×2 + 2,5×1 + 2,0 + 0,5 − 0,5 = 15,5; cible T(3) = 15 (écart +0,5).",Sources publiques corroborées,False
RUS-073,Russie,Orlan-10 — Observation persistante,Appareil,Drone de reconnaissance,2,4,1,2,"Attaque 1 — charge légère. Si cet Appareil est détruit, vous pouvez placer une carte de votre main sous votre deck pour piocher une carte.","V = 4 + 1,5×1 + 2,5×2 + 0,0 + 1,0 − 0,0 = 11,5; cible T(2) = 11 (écart +0,5).",Sources publiques corroborées,False
RUS-074,Russie,Orlan-10 — Attaque sans équipage,Appareil,Drone de reconnaissance,2,5,1,1,Attaque 1 — frappe télépilotée. **Décollage rapide.** Cet Appareil ne peut pas être redressé par un effet le tour où il est déployé.,"V = 5 + 1,5×1 + 2,5×1 + 2,0 + 0,5 − 0,5 = 11,0; cible T(2) = 11 (écart +0,0).",Sources publiques corroborées,False
RUS-075,Russie,Orlan-30 — Observation persistante,Appareil,Drone de désignation,2,4,1,2,"Attaque 1 — charge légère. Si cet Appareil est détruit, vous pouvez placer une carte de votre main sous votre deck pour piocher une carte.","V = 4 + 1,5×1 + 2,5×2 + 0,0 + 1,0 − 0,0 = 11,5; cible T(2) = 11 (écart +0,5).",Sources publiques corroborées,False
RUS-076,Russie,Orlan-30 — Attaque sans équipage,Appareil,Drone de désignation,2,5,1,1,Attaque 1 — frappe télépilotée. **Décollage rapide.** Cet Appareil ne peut pas être redressé par un effet le tour où il est déployé.,"V = 5 + 1,5×1 + 2,5×1 + 2,0 + 0,5 − 0,5 = 11,0; cible T(2) = 11 (écart +0,0).",Sources publiques corroborées,False
RUS-077,Russie,Lancet-3 — Observation persistante,Appareil,Munition téléopérée,2,4,1,2,"Attaque 1 — charge légère. Si cet Appareil est détruit, vous pouvez placer une carte de votre main sous votre deck pour piocher une carte.","V = 4 + 1,5×1 + 2,5×2 + 0,0 + 1,0 − 0,0 = 11,5; cible T(2) = 11 (écart +0,5).",Sources publiques corroborées,False
RUS-078,Russie,Lancet-3 — Attaque sans équipage,Appareil,Munition téléopérée,2,5,1,1,Attaque 1 — frappe télépilotée. **Décollage rapide.** Cet Appareil ne peut pas être redressé par un effet le tour où il est déployé.,"V = 5 + 1,5×1 + 2,5×1 + 2,0 + 0,5 − 0,5 = 11,0; cible T(2) = 11 (écart +0,0).",Sources publiques corroborées,False
RUS-079,Russie,Geran-2 — Observation persistante,Appareil,Drone d’attaque à sens unique,3,8,1,2,"Attaque 1 — charge légère. Si cet Appareil est détruit, vous pouvez placer une carte de votre main sous votre deck pour piocher une carte.","V = 8 + 1,5×1 + 2,5×2 + 0,0 + 1,0 − 0,0 = 15,5; cible T(3) = 15 (écart +0,5).",Sources publiques corroborées,False
RUS-080,Russie,Geran-2 — Attaque sans équipage,Appareil,Drone d’attaque à sens unique,3,8,2,1,Attaque 2 — frappe télépilotée. **Décollage rapide.** Cet Appareil ne peut pas être redressé par un effet le tour où il est déployé.,"V = 8 + 1,5×2 + 2,5×1 + 2,0 + 0,5 − 0,5 = 15,5; cible T(3) = 15 (écart +0,5).",Sources publiques corroborées,False
RUS-081,Russie,R-77-1,Équipement,Missile air-air,3,,,,L’Appareil équipé gagne +2 Puissance pendant une Interception contre une cible de coût 5 ou moins.,"Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-082,Russie,R-37M,Équipement,Missile air-air longue portée,4,,,,L’Appareil équipé peut intercepter un Appareil de Mission 2 ou plus même s’il est redressé; défaussez ensuite cet Équipement.,"Budget cible S(4) = 2,5×4 + 1 = 11,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-083,Russie,R-73,Équipement,Missile air-air,2,,,,L’Appareil équipé gagne +2 Puissance pendant sa première Interception contre une cible Agile.,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-084,Russie,R-74M,Équipement,Missile air-air,3,,,,L’Appareil équipé gagne +1 Puissance et ignore la réduction d’Agile.,"Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-085,Russie,Kh-31PD,Équipement,Missile antiradar,3,,,,"Quand l’Appareil équipé accomplit une Mission, choisissez un Soutien adverse; son texte est sans effet jusqu’à votre prochain tour.","Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-086,Russie,Kh-31AD,Équipement,Missile antinavire,3,,,,L’Appareil équipé gagne +3 Puissance contre un Appareil maritime.,"Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-087,Russie,Kh-35U,Équipement,Missile antinavire,2,,,,L’Appareil équipé a Barrage 1 contre une cible maritime.,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-088,Russie,Kh-59MK2,Équipement,Missile air-sol,3,,,,"Après une Mission, défaussez cet Équipement : infligez 3 dégâts à un Appareil exposé.","Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-089,Russie,Kh-69,Équipement,Missile de croisière,4,,,,"Après une Mission d’un Appareil de coût 6 ou plus, infligez 4 dégâts à une cible exposée puis défaussez cet Équipement.","Budget cible S(4) = 2,5×4 + 1 = 11,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-090,Russie,Kh-101,Équipement,Missile de croisière,4,,,,Un bombardier équipé gagne +1 Mission lors de sa prochaine Mission et inflige 2 dégâts à une cible exposée; défaussez ensuite.,"Budget cible S(4) = 2,5×4 + 1 = 11,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-091,Russie,Kh-47M2 Kinzhal,Équipement,Missile aérobalistique,5,,,,"Un MiG-31K ou bombardier équipé gagne +2 Mission pour une Mission, puis défaussez cet Équipement.","Budget cible S(5) = 2,5×5 + 1 = 13,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-092,Russie,Kh-32,Équipement,Missile longue portée,4,,,,L’Appareil équipé gagne +3 Puissance et Barrage 1 lors de sa prochaine Interception; défaussez ensuite.,"Budget cible S(4) = 2,5×4 + 1 = 11,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-093,Russie,Kh-22,Équipement,Missile longue portée,3,,,,"L’Appareil équipé gagne +4 Puissance lors de sa prochaine Interception, puis reçoit 1 dégât et défausse cet Équipement.","Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-094,Russie,UMPK pour FAB-500 M-62,Équipement,Module de bombe planante,2,,,,"Après une Mission, infligez 2 dégâts à une cible exposée, puis défaussez cet Équipement.","Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-095,Russie,UMPK pour FAB-1500,Équipement,Module de bombe planante,3,,,,"Après une Mission, infligez 3 dégâts à une cible exposée déjà endommagée, puis défaussez cet Équipement.","Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-096,Russie,UMPK pour FAB-3000,Équipement,Module de bombe planante,4,,,,"Après une Mission, infligez 5 dégâts à une cible exposée; l’Appareil équipé reçoit 1 dégât; défaussez cet Équipement.","Budget cible S(4) = 2,5×4 + 1 = 11,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-097,Russie,UPMB D-30SN,Équipement,Munition planante,3,,,,"Après une Mission, choisissez jusqu’à deux Appareils exposés; infligez 1 dégât à chacun.","Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-098,Russie,KAB-500S,Équipement,Bombe guidée,2,,,,L’Appareil équipé gagne +1 Mission pour une Mission si un autre Appareil est redressé; défaussez ensuite.,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-099,Russie,KAB-1500L,Équipement,Bombe guidée,3,,,,Défaussez cet Équipement après une Mission : infligez 4 dégâts à une cible avec un marqueur ou des dégâts.,"Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-100,Russie,9K121 Vikhr-1,Équipement,Missile air-sol,2,,,,Un hélicoptère équipé gagne +2 Puissance contre les Appareils de coût 4 ou moins.,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-101,Russie,Izdeliye 305 LMUR,Équipement,Missile air-sol,3,,,,Un hélicoptère équipé gagne +2 Puissance et peut déplacer 1 dégât de combat vers une seconde cible exposée.,"Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-102,Russie,9M120 Ataka-V,Équipement,Missile air-sol,2,,,,Un hélicoptère équipé gagne +1 Puissance et Barrage 1 pour sa prochaine Interception.,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-103,Russie,S-8,Équipement,Roquettes,1,,,,Défaussez cet Équipement après une Interception : infligez 1 dégât à un autre Appareil exposé.,"Budget cible S(1) = 2,5×1 + 1 = 3,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-104,Russie,S-13,Équipement,Roquettes,2,,,,"L’Appareil équipé gagne Barrage 1; après déclenchement, défaussez cet Équipement.","Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-105,Russie,GSh-30-1,Équipement,Canon,2,,,,"Un chasseur équipé gagne +1 Puissance; avec Formation, il gagne encore +1 pendant sa première Interception.","Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-106,Russie,2A42 de 30 mm,Équipement,Canon,2,,,,Un hélicoptère équipé gagne +1 Puissance et Barrage 1 contre une cible de coût 3 ou moins.,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-107,Russie,N036 Byelka,Équipement,Radar AESA,4,,,,"Au déploiement, regardez les 3 premières cartes; gardez-en une et replacez les autres dessous dans l’ordre voulu.","Budget cible S(4) = 2,5×4 + 1 = 11,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-108,Russie,Irbis-E,Équipement,Radar PESA,3,,,,L’Appareil équipé gagne +2 Puissance contre une cible de Mission 2 ou plus.,"Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-109,Russie,Bars-R,Équipement,Radar PESA,2,,,,L’Appareil équipé satisfait Formation même si l’autre Appareil redressé coûte 2 ou moins.,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-110,Russie,Sh-141,Équipement,Radar de frappe,3,,,,"Après une Mission, vous pouvez infliger 1 dégât à une cible exposée; avec Formation, infligez 2 à la place.","Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-111,Russie,Khibiny-M,Équipement,Guerre électronique,3,,,,L’Appareil équipé gagne Agile et le premier Verrouillage qu’il devrait recevoir chaque tour est annulé.,"Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-112,Russie,L370 Vitebsk,Équipement,Autoprotection,3,,,,Un hélicoptère équipé a Blindage 1 et ignore le premier dégât de Barrage chaque tour.,"Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-113,Russie,SVP-24 Gefest,Équipement,Calculateur de visée,2,,,,"Quand l’Appareil équipé accomplit une Mission, regardez la première carte; si c’est une Tactique, piochez-la puis défaussez une carte.","Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-114,Russie,Platan,Équipement,Système de visée,2,,,,"Après une Mission, l’Appareil équipé peut infliger 1 dégât à une cible exposée de coût 2 ou moins.","Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-115,Russie,Pod UKR-RT,Équipement,Reconnaissance électronique,2,,,,"Au déploiement, un Appareil adverse perd Furtif jusqu’à votre prochain tour.","Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-116,Russie,Pod UKR-OE,Équipement,Reconnaissance optique,2,,,,"Quand l’Appareil équipé accomplit une Mission, regardez la première carte de chaque deck.","Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-117,Russie,Module Sych MCR-1,Équipement,Reconnaissance radar,3,,,,L’Appareil équipé gagne +1 Mission avec Formation.,"Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-118,Russie,Liaison APD-518,Équipement,Liaison de données,2,,,,L’Appareil équipé satisfait Formation même si votre seul autre Appareil est engagé.,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-119,Russie,OLS-35,Équipement,Capteur infrarouge,2,,,,"Contre un Appareil Furtif exposé, l’Appareil équipé gagne +2 Puissance.","Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-120,Russie,Système President-S,Équipement,Autoprotection,3,,,,"L’Appareil équipé a Agile; s’il a aussi Blindage, réduisez de 1 le premier effet de Tactique qui lui inflige des dégâts.","Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Équipement et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-121,Russie,Patrouille défensive de secteur,Tactique,Opération,1,,,,Un Appareil gagne +1 Puissance et Blindage 1 pour sa prochaine Interception ce tour.,"Budget cible S(1) = 2,5×1 + 1 = 3,5; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-122,Russie,Interception guidée du sol,Tactique,Opération,1,,,,Regardez les 2 premières cartes de votre deck et replacez-les dans l’ordre voulu.,"Budget cible S(1) = 2,5×1 + 1 = 3,5; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-123,Russie,Engagement R-37M,Tactique,Opération,2,,,,Un Appareil avec Formation gagne +3 Puissance jusqu’à la fin du tour.,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-124,Russie,Coordination chasse–défense sol-air,Tactique,Opération,2,,,,Retirez 2 dégâts d’un Appareil; il ne peut pas accomplir de Mission ce tour.,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-125,Russie,Couverture antiaérienne en couches,Tactique,Opération,3,,,,Infligez 2 dégâts à jusqu’à deux Appareils exposés.,"Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-126,Russie,Frappe à distance,Tactique,Opération,2,,,,Déployez un Appareil de coût 3 ou moins pour 1 de moins; il arrive avec 1 dégât.,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-127,Russie,Salve de bombes planantes,Tactique,Opération,3,,,,Redressez un Appareil de coût 4 ou moins; il ne peut qu’intercepter ce tour.,"Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-128,Russie,Frappe groupée de Su-34,Tactique,Opération,4,,,,Vos Appareils avec Formation gagnent Barrage 1 jusqu’à la fin du tour.,"Budget cible S(4) = 2,5×4 + 1 = 11,0; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-129,Russie,Patrouille de porte-missiles,Tactique,Opération,1,,,,Un Appareil gagne +1 Puissance et Blindage 1 pour sa prochaine Interception ce tour.,"Budget cible S(1) = 2,5×1 + 1 = 3,5; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-130,Russie,Approche à basse altitude,Tactique,Opération,1,,,,Regardez les 2 premières cartes de votre deck et replacez-les dans l’ordre voulu.,"Budget cible S(1) = 2,5×1 + 1 = 3,5; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-131,Russie,Formation en paire,Tactique,Opération,2,,,,Un Appareil avec Formation gagne +3 Puissance jusqu’à la fin du tour.,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-132,Russie,Formation de quatre,Tactique,Opération,2,,,,Retirez 2 dégâts d’un Appareil choisi; il ne peut pas accomplir de Mission ce tour.,"Budget cible S(2) = 2,5×2 + 1 = 6,0; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
RUS-133,Russie,Réserve d’interception,Tactique,Opération,3,,,,Infligez 2 dégâts à jusqu’à deux Appareils exposés.,"Budget cible S(3) = 2,5×3 + 1 = 8,5; la limite propre au type Tactique et la condition écrite bornent la répétition.",Sources publiques russes et analyses RUSI groupées dans docs/05,False
